Timestamp,IP Address,Request Type,Resource,Status Code,User,Sport,Country,Gender,Continent
2024-05-16 10:06:36.599853,192.168.0.1,GET,/index.html,200,user2,tennis,South Africa,Female,Africa
2024-05-20 13:27:36.599853,172.16.0.1,GET,/index.html,404,user2,basketball,Canada,Female,North America
2024-05-20 01:04:36.599853,10.0.0.1,GET,/about.html,404,user3,basketball,Argentina,Female,South America
2024-05-18 20:13:36.599853,192.168.0.1,GET,/contact.html,500,user2,soccer,Brazil,Male,South America
2024-05-17 15:47:36.599853,192.168.0.1,GET,/index.html,404,user2,tennis,South Africa,Male,Africa
2024-05-21 20:53:36.599853,10.0.0.1,POST,/contact.html,500,user3,golf,Australia,Female,Oceania
2024-05-17 12:00:36.599853,172.16.0.1,GET,/index.html,500,user3,tennis,Chile,Female,South America
2024-05-21 01:53:36.599853,172.16.0.1,POST,/contact.html,200,user3,golf,Australia,Male,Oceania
2024-05-18 15:09:36.599853,172.16.0.1,GET,/index.html,404,user2,basketball,Mexico,Female,North America
2024-05-18 10:41:36.599853,192.168.0.1,GET,/index.html,500,user2,tennis,South Africa,Male,Africa
2024-05-20 09:56:36.599853,10.0.0.1,GET,/about.html,404,user1,football,China,Female,Asia
2024-05-19 01:02:36.599853,192.168.0.1,GET,/contact.html,404,user3,basketball,Fiji,Male,Oceania
2024-05-17 13:31:36.599853,10.0.0.1,GET,/contact.html,200,user2,tennis,Japan,Male,Asia
2024-05-19 19:56:36.599853,10.0.0.1,POST,/about.html,200,user1,tennis,Australia,Female,Oceania
2024-05-22 23:08:36.599853,172.16.0.1,POST,/about.html,200,user1,soccer,Australia,Male,Oceania
2024-05-18 02:33:36.599853,172.16.0.1,POST,/contact.html,200,user3,basketball,Fiji,Female,Oceania
2024-05-16 09:48:36.599853,10.0.0.1,GET,/contact.html,404,user2,basketball,South Africa,Female,Africa
2024-05-17 18:26:36.599853,10.0.0.1,GET,/contact.html,500,user3,tennis,New Zealand,Male,Oceania
2024-05-21 09:54:36.599853,10.0.0.1,GET,/about.html,500,user2,basketball,Japan,Male,Asia
2024-05-19 09:17:36.599853,172.16.0.1,POST,/contact.html,500,user3,football,Chile,Female,South America
2024-05-17 03:44:36.599853,172.16.0.1,GET,/contact.html,200,user3,football,Brazil,Female,South America
2024-05-18 21:45:36.599853,10.0.0.1,GET,/contact.html,200,user2,football,Kenya,Female,Africa
2024-05-21 14:27:36.599853,172.16.0.1,POST,/contact.html,500,user3,basketball,Argentina,Male,South America
2024-05-18 15:54:36.599853,172.16.0.1,POST,/about.html,500,user3,tennis,New Zealand,Female,Oceania
2024-05-17 17:55:36.599853,192.168.0.1,GET,/index.html,404,user3,tennis,France,Female,Europe
2024-05-17 03:47:36.599853,192.168.0.1,GET,/contact.html,500,user2,tennis,Mexico,Female,North America
2024-05-23 00:23:36.599853,10.0.0.1,GET,/index.html,500,user2,golf,Canada,Male,North America
2024-05-19 12:09:36.599853,172.16.0.1,POST,/contact.html,500,user1,soccer,Kenya,Female,Africa
2024-05-18 12:48:36.599853,192.168.0.1,GET,/contact.html,404,user1,tennis,Canada,Male,North America
2024-05-17 04:14:36.599853,192.168.0.1,POST,/index.html,404,user3,golf,Kenya,Female,Africa
2024-05-17 14:14:36.599853,10.0.0.1,POST,/contact.html,500,user3,soccer,France,Female,Europe
2024-05-16 18:09:36.599853,172.16.0.1,POST,/about.html,500,user3,football,Canada,Male,North America
2024-05-17 03:06:36.599853,172.16.0.1,POST,/contact.html,200,user3,tennis,India,Male,Asia
2024-05-22 03:38:36.599853,10.0.0.1,GET,/contact.html,200,user1,basketball,South Africa,Female,Africa
2024-05-16 20:10:36.599853,10.0.0.1,GET,/about.html,200,user1,tennis,Japan,Male,Asia
2024-05-19 21:32:36.599853,172.16.0.1,GET,/contact.html,404,user2,basketball,USA,Male,North America
2024-05-20 16:40:36.599853,192.168.0.1,POST,/index.html,500,user2,tennis,Australia,Male,Oceania
2024-05-21 16:14:36.599853,192.168.0.1,POST,/about.html,404,user2,basketball,Chile,Female,South America
2024-05-16 06:32:36.599853,10.0.0.1,POST,/index.html,500,user1,basketball,UK,Female,Europe
2024-05-19 17:45:36.599853,172.16.0.1,POST,/contact.html,404,user1,tennis,Kenya,Female,Africa
2024-05-21 11:38:36.599853,172.16.0.1,GET,/contact.html,200,user2,golf,USA,Female,North America
2024-05-21 19:11:36.599853,10.0.0.1,GET,/about.html,200,user1,tennis,New Zealand,Male,Oceania
2024-05-19 04:50:36.599853,10.0.0.1,GET,/contact.html,200,user1,football,South Africa,Male,Africa
2024-05-17 13:14:36.599853,192.168.0.1,POST,/contact.html,500,user1,golf,Germany,Female,Europe
2024-05-16 09:20:36.599853,10.0.0.1,POST,/about.html,404,user3,football,Chile,Female,South America
2024-05-19 15:21:36.599853,192.168.0.1,GET,/contact.html,500,user2,basketball,Mexico,Female,North America
2024-05-18 10:48:36.599853,172.16.0.1,POST,/contact.html,200,user3,football,USA,Female,North America
2024-05-17 17:04:36.599853,172.16.0.1,GET,/contact.html,200,user1,tennis,South Africa,Female,Africa
2024-05-18 19:12:36.599853,192.168.0.1,GET,/index.html,200,user3,basketball,Japan,Male,Asia
2024-05-17 06:53:36.599853,10.0.0.1,POST,/about.html,404,user2,soccer,Kenya,Male,Africa
2024-05-17 13:13:36.599853,192.168.0.1,GET,/contact.html,404,user1,tennis,China,Female,Asia
2024-05-17 16:53:36.599853,172.16.0.1,GET,/index.html,200,user3,golf,Chile,Male,South America
2024-05-22 09:32:36.599853,172.16.0.1,POST,/about.html,500,user3,golf,South Africa,Female,Africa
2024-05-19 00:19:36.599853,192.168.0.1,GET,/about.html,200,user2,tennis,Kenya,Male,Africa
2024-05-21 03:58:36.599853,192.168.0.1,GET,/about.html,200,user2,golf,Japan,Female,Asia
2024-05-19 13:19:36.599853,172.16.0.1,POST,/about.html,404,user2,basketball,Australia,Female,Oceania
2024-05-16 15:10:36.599853,192.168.0.1,POST,/index.html,404,user2,football,Kenya,Female,Africa
2024-05-17 13:12:36.599853,192.168.0.1,POST,/contact.html,500,user1,football,New Zealand,Female,Oceania
2024-05-20 16:33:36.599853,192.168.0.1,GET,/about.html,500,user2,golf,China,Male,Asia
2024-05-19 13:40:36.599853,172.16.0.1,POST,/index.html,200,user2,soccer,China,Male,Asia
2024-05-20 08:11:36.599853,192.168.0.1,GET,/about.html,404,user1,soccer,Chile,Female,South America
2024-05-20 07:40:36.599853,192.168.0.1,POST,/about.html,200,user1,soccer,China,Male,Asia
2024-05-21 09:06:36.599853,172.16.0.1,GET,/index.html,404,user3,tennis,China,Female,Asia
2024-05-21 07:57:36.599853,10.0.0.1,GET,/index.html,500,user1,football,Chile,Female,South America
2024-05-20 23:26:36.599853,172.16.0.1,POST,/about.html,404,user1,basketball,Germany,Female,Europe
2024-05-17 04:41:36.599853,172.16.0.1,POST,/contact.html,500,user1,soccer,India,Female,Asia
2024-05-22 16:43:36.599853,192.168.0.1,GET,/index.html,404,user1,football,South Africa,Male,Africa
2024-05-22 15:38:36.599853,192.168.0.1,GET,/about.html,200,user2,football,Canada,Female,North America
2024-05-19 22:11:36.599853,192.168.0.1,POST,/contact.html,200,user2,basketball,New Zealand,Female,Oceania
2024-05-18 04:32:36.599853,192.168.0.1,POST,/about.html,500,user2,golf,India,Male,Asia
2024-05-21 19:06:36.599853,192.168.0.1,GET,/contact.html,404,user1,tennis,Brazil,Male,South America
2024-05-22 21:36:36.599853,192.168.0.1,GET,/index.html,200,user2,soccer,Fiji,Female,Oceania
2024-05-20 05:34:36.599853,192.168.0.1,GET,/about.html,200,user3,football,New Zealand,Male,Oceania
2024-05-19 15:09:36.599853,172.16.0.1,GET,/about.html,500,user3,football,Germany,Female,Europe
2024-05-21 00:09:36.599853,172.16.0.1,GET,/contact.html,500,user2,basketball,Fiji,Male,Oceania
2024-05-17 23:38:36.599853,10.0.0.1,POST,/about.html,404,user3,basketball,Mexico,Female,North America
2024-05-17 16:02:36.599853,10.0.0.1,POST,/index.html,404,user3,basketball,South Africa,Female,Africa
2024-05-22 08:29:36.599853,10.0.0.1,GET,/contact.html,404,user1,basketball,Canada,Male,North America
2024-05-18 16:58:36.599853,172.16.0.1,GET,/contact.html,404,user1,basketball,UK,Female,Europe
2024-05-20 18:14:36.599853,192.168.0.1,GET,/about.html,500,user2,golf,Germany,Female,Europe
2024-05-19 11:20:36.599853,10.0.0.1,GET,/contact.html,500,user2,golf,Brazil,Female,South America
2024-05-17 06:31:36.599853,10.0.0.1,POST,/about.html,500,user1,football,Chile,Male,South America
2024-05-21 00:31:36.599853,192.168.0.1,GET,/contact.html,200,user1,soccer,Chile,Female,South America
2024-05-21 01:52:36.599853,172.16.0.1,POST,/index.html,404,user1,football,South Africa,Male,Africa
2024-05-16 14:59:36.599853,172.16.0.1,GET,/contact.html,404,user1,tennis,Japan,Male,Asia
2024-05-18 15:27:36.599853,10.0.0.1,GET,/contact.html,404,user1,football,China,Female,Asia
2024-05-22 00:41:36.599853,192.168.0.1,POST,/contact.html,404,user2,basketball,Kenya,Male,Africa
2024-05-18 23:40:36.599853,192.168.0.1,GET,/contact.html,200,user3,tennis,Chile,Female,South America
2024-05-21 18:52:36.599853,10.0.0.1,POST,/contact.html,200,user2,basketball,China,Male,Asia
2024-05-18 23:54:36.599853,172.16.0.1,POST,/about.html,200,user3,tennis,Canada,Female,North America
2024-05-21 05:33:36.599853,192.168.0.1,GET,/contact.html,404,user2,basketball,Argentina,Female,South America
2024-05-21 10:03:36.599853,192.168.0.1,GET,/contact.html,404,user2,basketball,UK,Male,Europe
2024-05-21 16:04:36.599853,192.168.0.1,GET,/about.html,500,user2,football,New Zealand,Female,Oceania
2024-05-21 07:00:36.599853,10.0.0.1,POST,/about.html,500,user2,basketball,France,Female,Europe
2024-05-22 23:30:36.599853,172.16.0.1,POST,/about.html,404,user2,basketball,South Africa,Female,Africa
2024-05-20 16:26:36.599853,10.0.0.1,GET,/about.html,200,user3,golf,New Zealand,Male,Oceania
2024-05-17 12:26:36.599853,172.16.0.1,POST,/contact.html,500,user2,golf,Brazil,Female,South America
2024-05-18 09:53:36.599853,172.16.0.1,GET,/about.html,200,user3,tennis,Nigeria,Female,Africa
2024-05-17 08:13:36.599853,192.168.0.1,POST,/contact.html,500,user1,football,Argentina,Female,South America
2024-05-18 10:21:36.599853,192.168.0.1,GET,/about.html,500,user1,football,Brazil,Male,South America
2024-05-19 15:44:36.599853,192.168.0.1,POST,/about.html,500,user2,soccer,Chile,Female,South America
2024-05-18 21:14:36.599853,172.16.0.1,POST,/index.html,200,user2,soccer,Mexico,Female,North America
2024-05-22 09:59:36.599853,172.16.0.1,GET,/index.html,404,user3,soccer,Canada,Male,North America
2024-05-16 18:00:36.599853,192.168.0.1,GET,/contact.html,404,user3,soccer,Argentina,Female,South America
2024-05-17 19:18:36.599853,10.0.0.1,POST,/index.html,404,user2,basketball,Australia,Female,Oceania
2024-05-22 21:56:36.599853,10.0.0.1,GET,/contact.html,404,user3,tennis,Canada,Male,North America
2024-05-21 15:19:36.599853,192.168.0.1,POST,/index.html,200,user1,basketball,UK,Female,Europe
2024-05-19 19:58:36.599853,192.168.0.1,GET,/about.html,404,user3,golf,Brazil,Male,South America
2024-05-20 05:02:36.599853,172.16.0.1,GET,/contact.html,500,user1,football,UK,Male,Europe
2024-05-22 14:25:36.599853,192.168.0.1,GET,/about.html,200,user2,soccer,South Africa,Male,Africa
2024-05-20 21:05:36.599853,172.16.0.1,POST,/contact.html,500,user3,basketball,South Africa,Female,Africa
2024-05-21 21:09:36.599853,172.16.0.1,GET,/about.html,200,user1,tennis,Fiji,Female,Oceania
2024-05-19 12:41:36.599853,192.168.0.1,POST,/about.html,500,user1,soccer,Kenya,Male,Africa
2024-05-16 09:46:36.599853,10.0.0.1,POST,/contact.html,404,user1,golf,Nigeria,Male,Africa
2024-05-20 20:38:36.599853,10.0.0.1,POST,/contact.html,200,user1,basketball,USA,Female,North America
2024-05-19 04:01:36.599853,192.168.0.1,POST,/index.html,200,user2,tennis,Fiji,Male,Oceania
2024-05-22 22:06:36.599853,172.16.0.1,POST,/contact.html,200,user1,golf,France,Male,Europe
2024-05-18 21:41:36.599853,10.0.0.1,GET,/index.html,404,user1,tennis,Mexico,Male,North America
2024-05-19 19:08:36.599853,192.168.0.1,POST,/index.html,200,user2,soccer,Nigeria,Male,Africa
2024-05-20 04:58:36.599853,172.16.0.1,GET,/index.html,404,user3,football,Chile,Male,South America
2024-05-18 10:31:36.599853,192.168.0.1,GET,/contact.html,404,user2,tennis,Brazil,Female,South America
2024-05-18 15:40:36.599853,192.168.0.1,POST,/contact.html,500,user3,tennis,Kenya,Female,Africa
2024-05-19 14:13:36.599853,10.0.0.1,POST,/contact.html,200,user1,soccer,India,Male,Asia
2024-05-22 07:32:36.599853,10.0.0.1,GET,/about.html,500,user1,tennis,Kenya,Female,Africa
2024-05-18 07:57:36.599853,172.16.0.1,POST,/index.html,500,user1,tennis,Argentina,Female,South America
2024-05-22 08:06:36.599853,192.168.0.1,GET,/about.html,404,user2,soccer,USA,Female,North America
2024-05-18 12:20:36.599853,192.168.0.1,GET,/about.html,200,user1,basketball,Germany,Male,Europe
2024-05-18 20:14:36.599853,172.16.0.1,GET,/contact.html,404,user3,tennis,New Zealand,Female,Oceania
2024-05-19 05:27:36.599853,10.0.0.1,GET,/index.html,500,user1,basketball,Canada,Female,North America
2024-05-20 15:22:36.599853,10.0.0.1,GET,/index.html,200,user2,soccer,Australia,Female,Oceania
2024-05-20 19:22:36.599853,192.168.0.1,GET,/index.html,404,user1,basketball,China,Female,Asia
2024-05-16 07:03:36.599853,172.16.0.1,POST,/contact.html,200,user2,soccer,USA,Female,North America
2024-05-20 12:59:36.599853,192.168.0.1,GET,/contact.html,200,user3,basketball,Canada,Female,North America
2024-05-16 09:06:36.599853,172.16.0.1,POST,/index.html,500,user3,golf,Chile,Male,South America
2024-05-20 08:59:36.599853,172.16.0.1,POST,/index.html,500,user1,basketball,Nigeria,Female,Africa
2024-05-18 21:11:36.599853,192.168.0.1,GET,/index.html,404,user2,football,Germany,Male,Europe
2024-05-18 01:17:36.599853,192.168.0.1,GET,/contact.html,404,user3,soccer,France,Male,Europe
2024-05-21 10:09:36.599853,192.168.0.1,GET,/about.html,200,user2,basketball,France,Female,Europe
2024-05-20 15:07:36.599853,10.0.0.1,GET,/contact.html,200,user1,tennis,China,Female,Asia
2024-05-21 16:39:36.599853,172.16.0.1,POST,/index.html,200,user1,football,Kenya,Female,Africa
2024-05-18 16:01:36.599853,10.0.0.1,GET,/contact.html,200,user3,football,Chile,Male,South America
2024-05-22 03:11:36.599853,172.16.0.1,POST,/index.html,500,user2,golf,New Zealand,Male,Oceania
2024-05-21 05:26:36.599853,192.168.0.1,POST,/about.html,200,user2,basketball,France,Male,Europe
2024-05-16 08:06:36.599853,10.0.0.1,GET,/contact.html,404,user3,basketball,India,Male,Asia
2024-05-18 19:38:36.599853,172.16.0.1,GET,/contact.html,200,user2,basketball,USA,Male,North America
2024-05-19 08:21:36.599853,10.0.0.1,GET,/contact.html,200,user1,basketball,Kenya,Male,Africa
2024-05-17 10:56:36.599853,172.16.0.1,GET,/about.html,200,user2,football,Kenya,Female,Africa
2024-05-17 12:33:36.599853,192.168.0.1,POST,/about.html,200,user1,football,Kenya,Male,Africa
2024-05-17 20:36:36.599853,10.0.0.1,GET,/about.html,200,user2,football,Canada,Female,North America
2024-05-17 07:19:36.599853,172.16.0.1,GET,/about.html,200,user3,soccer,Mexico,Female,North America
2024-05-18 16:46:36.599853,10.0.0.1,GET,/index.html,404,user2,tennis,South Africa,Male,Africa
2024-05-22 06:43:36.599853,10.0.0.1,GET,/about.html,500,user2,soccer,Australia,Female,Oceania
2024-05-21 10:00:36.599853,10.0.0.1,GET,/index.html,200,user1,basketball,South Africa,Male,Africa
2024-05-22 06:11:36.599853,10.0.0.1,GET,/contact.html,500,user3,football,South Africa,Male,Africa
2024-05-21 11:17:36.599853,10.0.0.1,GET,/about.html,500,user3,basketball,UK,Female,Europe
2024-05-16 22:47:36.599853,172.16.0.1,GET,/about.html,200,user2,tennis,South Africa,Male,Africa
2024-05-22 01:22:36.599853,10.0.0.1,POST,/index.html,200,user2,soccer,UK,Male,Europe
2024-05-21 16:55:36.599853,172.16.0.1,GET,/about.html,200,user2,football,India,Female,Asia
2024-05-18 01:51:36.599853,10.0.0.1,POST,/contact.html,500,user1,tennis,Brazil,Female,South America
2024-05-21 04:01:36.599853,192.168.0.1,GET,/index.html,200,user2,tennis,India,Male,Asia
2024-05-20 14:57:36.599853,10.0.0.1,GET,/about.html,500,user2,soccer,Argentina,Female,South America
2024-05-18 18:55:36.599853,10.0.0.1,GET,/index.html,500,user3,football,China,Female,Asia
2024-05-18 11:52:36.599853,10.0.0.1,GET,/index.html,200,user3,football,Canada,Male,North America
2024-05-22 17:04:36.599853,10.0.0.1,POST,/index.html,404,user1,golf,China,Female,Asia
2024-05-17 04:49:36.599853,172.16.0.1,POST,/index.html,500,user1,soccer,South Africa,Male,Africa
2024-05-21 14:05:36.599853,172.16.0.1,GET,/contact.html,200,user1,golf,UK,Male,Europe
2024-05-17 10:50:36.599853,10.0.0.1,GET,/index.html,200,user3,golf,USA,Female,North America
2024-05-20 20:54:36.599853,10.0.0.1,POST,/index.html,404,user3,basketball,Nigeria,Female,Africa
2024-05-22 11:19:36.599853,172.16.0.1,POST,/about.html,404,user1,basketball,Canada,Female,North America
2024-05-17 12:46:36.599853,10.0.0.1,GET,/index.html,500,user3,tennis,Kenya,Male,Africa
2024-05-19 02:57:36.599853,192.168.0.1,POST,/index.html,200,user3,football,UK,Female,Europe
2024-05-19 03:57:36.599853,172.16.0.1,POST,/index.html,200,user3,soccer,Germany,Male,Europe
2024-05-17 16:34:36.599853,192.168.0.1,POST,/index.html,404,user2,basketball,India,Female,Asia
2024-05-18 21:38:36.599853,192.168.0.1,GET,/index.html,200,user2,basketball,France,Male,Europe
2024-05-16 19:09:36.599853,10.0.0.1,GET,/index.html,404,user3,golf,Japan,Male,Asia
2024-05-22 18:19:36.599853,172.16.0.1,POST,/contact.html,404,user1,tennis,Brazil,Male,South America
2024-05-18 00:03:36.599853,192.168.0.1,POST,/about.html,404,user3,football,Argentina,Female,South America
2024-05-21 11:24:36.599853,10.0.0.1,GET,/index.html,500,user2,soccer,Brazil,Male,South America
2024-05-20 08:32:36.599853,172.16.0.1,GET,/about.html,500,user3,tennis,China,Female,Asia
2024-05-16 04:39:36.599853,172.16.0.1,GET,/index.html,200,user2,football,India,Male,Asia
2024-05-16 19:47:36.599853,10.0.0.1,POST,/contact.html,200,user2,golf,USA,Male,North America
2024-05-21 14:35:36.599853,10.0.0.1,GET,/about.html,200,user3,basketball,India,Male,Asia
2024-05-16 11:45:36.599853,10.0.0.1,GET,/contact.html,500,user3,golf,Chile,Male,South America
2024-05-22 04:20:36.599853,172.16.0.1,GET,/about.html,200,user1,football,Brazil,Female,South America
2024-05-17 02:18:36.599853,10.0.0.1,GET,/about.html,200,user2,soccer,Argentina,Female,South America
2024-05-22 11:27:36.599853,172.16.0.1,POST,/contact.html,404,user1,soccer,Nigeria,Female,Africa
2024-05-16 05:20:36.599853,192.168.0.1,POST,/about.html,500,user3,golf,South Africa,Male,Africa
2024-05-21 08:07:36.599853,10.0.0.1,GET,/index.html,200,user3,golf,New Zealand,Male,Oceania
2024-05-20 22:01:36.599853,10.0.0.1,POST,/about.html,500,user1,golf,Canada,Male,North America
2024-05-17 15:10:36.599853,10.0.0.1,GET,/about.html,404,user1,golf,Nigeria,Male,Africa
2024-05-19 13:20:36.599853,192.168.0.1,POST,/about.html,404,user2,basketball,Nigeria,Male,Africa
2024-05-17 08:07:36.599853,192.168.0.1,POST,/contact.html,200,user1,golf,Australia,Male,Oceania
2024-05-19 00:32:36.599853,192.168.0.1,POST,/contact.html,404,user3,basketball,Canada,Male,North America
2024-05-16 23:21:36.599853,10.0.0.1,GET,/index.html,404,user3,basketball,Australia,Female,Oceania
2024-05-18 15:47:36.599853,192.168.0.1,GET,/contact.html,200,user2,football,India,Female,Asia
2024-05-16 05:34:36.599853,172.16.0.1,GET,/about.html,404,user3,football,Germany,Male,Europe
2024-05-18 00:59:36.599853,10.0.0.1,GET,/contact.html,404,user3,tennis,Argentina,Female,South America
2024-05-16 19:31:36.599853,172.16.0.1,GET,/index.html,500,user3,basketball,Australia,Male,Oceania
2024-05-17 05:01:36.599853,192.168.0.1,GET,/contact.html,500,user1,golf,UK,Female,Europe
2024-05-17 23:57:36.599853,172.16.0.1,GET,/about.html,500,user2,football,France,Male,Europe
2024-05-21 23:58:36.599853,192.168.0.1,GET,/index.html,200,user1,basketball,Brazil,Female,South America
2024-05-18 06:26:36.599853,172.16.0.1,GET,/index.html,200,user3,football,Brazil,Female,South America
2024-05-16 18:04:36.599853,192.168.0.1,GET,/index.html,404,user1,golf,Argentina,Male,South America
2024-05-16 23:11:36.599853,10.0.0.1,GET,/about.html,200,user1,tennis,France,Female,Europe
2024-05-22 14:31:36.599853,172.16.0.1,POST,/contact.html,200,user1,tennis,Australia,Female,Oceania
2024-05-22 08:19:36.599853,10.0.0.1,GET,/about.html,404,user2,tennis,USA,Female,North America
2024-05-22 22:39:36.599853,192.168.0.1,POST,/index.html,404,user2,tennis,India,Male,Asia
2024-05-18 16:48:36.599853,10.0.0.1,POST,/contact.html,200,user3,tennis,China,Male,Asia
2024-05-16 19:26:36.599853,172.16.0.1,GET,/about.html,200,user3,football,Brazil,Female,South America
2024-05-17 07:25:36.599853,172.16.0.1,POST,/contact.html,200,user2,basketball,Germany,Female,Europe
2024-05-22 20:20:36.599853,10.0.0.1,GET,/contact.html,404,user3,football,Argentina,Male,South America
2024-05-18 14:55:36.599853,10.0.0.1,POST,/about.html,200,user2,football,Japan,Female,Asia
2024-05-18 06:05:36.599853,10.0.0.1,GET,/index.html,200,user1,basketball,Fiji,Male,Oceania
2024-05-18 09:50:36.599853,192.168.0.1,POST,/about.html,404,user2,golf,India,Male,Asia
2024-05-20 22:28:36.599853,192.168.0.1,GET,/index.html,500,user2,football,India,Female,Asia
2024-05-22 16:02:36.599853,192.168.0.1,GET,/about.html,500,user2,basketball,France,Female,Europe
2024-05-20 22:45:36.599853,172.16.0.1,POST,/about.html,404,user2,soccer,USA,Male,North America
2024-05-21 02:37:36.599853,192.168.0.1,GET,/index.html,404,user3,basketball,Kenya,Female,Africa
2024-05-21 02:23:36.599853,172.16.0.1,GET,/index.html,404,user3,basketball,USA,Female,North America
2024-05-18 18:21:36.599853,10.0.0.1,POST,/contact.html,404,user2,tennis,USA,Female,North America
2024-05-22 22:50:36.599853,192.168.0.1,POST,/about.html,500,user1,golf,France,Male,Europe
2024-05-16 19:53:36.599853,10.0.0.1,POST,/contact.html,404,user3,soccer,Argentina,Female,South America
2024-05-22 20:03:36.599853,10.0.0.1,GET,/about.html,200,user2,tennis,Brazil,Female,South America
2024-05-17 23:19:36.599853,10.0.0.1,POST,/index.html,404,user2,football,Fiji,Female,Oceania
2024-05-21 06:29:36.599853,172.16.0.1,POST,/index.html,500,user1,basketball,New Zealand,Female,Oceania
2024-05-16 12:19:36.599853,192.168.0.1,POST,/index.html,200,user2,golf,Argentina,Male,South America
2024-05-17 03:08:36.599853,10.0.0.1,GET,/about.html,404,user3,tennis,Chile,Female,South America
2024-05-16 04:50:36.599853,10.0.0.1,GET,/about.html,500,user1,tennis,Germany,Male,Europe
2024-05-21 14:52:36.599853,10.0.0.1,POST,/about.html,500,user3,tennis,Mexico,Male,North America
2024-05-17 12:44:36.599853,10.0.0.1,GET,/index.html,404,user2,soccer,Kenya,Male,Africa
2024-05-22 20:14:36.599853,192.168.0.1,POST,/index.html,200,user1,basketball,China,Male,Asia
2024-05-19 05:51:36.599853,172.16.0.1,POST,/contact.html,200,user1,tennis,India,Male,Asia
2024-05-17 20:20:36.599853,192.168.0.1,GET,/index.html,500,user2,tennis,China,Male,Asia
2024-05-16 04:41:36.599853,192.168.0.1,GET,/about.html,500,user2,tennis,USA,Female,North America
2024-05-22 05:28:36.599853,172.16.0.1,GET,/contact.html,404,user3,soccer,Mexico,Male,North America
2024-05-17 09:36:36.599853,192.168.0.1,POST,/contact.html,404,user2,tennis,Argentina,Male,South America
2024-05-17 10:46:36.599853,10.0.0.1,POST,/index.html,200,user1,football,Germany,Male,Europe
2024-05-18 21:19:36.599853,172.16.0.1,POST,/index.html,200,user3,tennis,Kenya,Female,Africa
2024-05-21 02:20:36.599853,172.16.0.1,GET,/about.html,500,user2,basketball,Mexico,Male,North America
2024-05-21 18:53:36.599853,172.16.0.1,POST,/contact.html,500,user2,football,Germany,Female,Europe
2024-05-21 05:04:36.599853,192.168.0.1,GET,/about.html,404,user3,tennis,Brazil,Female,South America
2024-05-16 20:46:36.599853,192.168.0.1,POST,/index.html,404,user3,golf,Nigeria,Male,Africa
2024-05-16 13:06:36.599853,192.168.0.1,POST,/index.html,500,user2,football,France,Male,Europe
2024-05-21 01:14:36.599853,192.168.0.1,POST,/index.html,404,user2,golf,France,Male,Europe
2024-05-18 23:49:36.599853,10.0.0.1,GET,/about.html,200,user3,basketball,New Zealand,Female,Oceania
2024-05-21 04:18:36.599853,10.0.0.1,GET,/index.html,404,user3,golf,Japan,Male,Asia
2024-05-22 18:15:36.599853,10.0.0.1,POST,/index.html,404,user1,basketball,UK,Female,Europe
2024-05-16 11:05:36.599853,192.168.0.1,GET,/about.html,200,user1,tennis,New Zealand,Male,Oceania
